,Unnamed: 0,Question,Answer
8749,9006,When did UPS/FedEx stop knocking on doors or ringing doorbells. I'm here all day every day and still sometimes open my door to find a box.,"If this was a UPS shipment. Please reach out in a DM with your tracking number, phone number and address."
8750,9007,y'all really got me fucked up bitch! it ain't worth it! iTunes!,"Do you need assistance with a package? If so, DM us the tracking number, name, and complete address on the package."
8751,9008,"The Access Point I choose is ""not available"" and I will be ""contacted."" Haven't been and I would rather pick up at the CC.",thank you for reaching out. Please use the link below to provide your tracking and phone number so that we can take a look.
8752,9009,How longs is the delay for shipments to PR?,We are working to get packages out as soon as possible. Use the link to DM us the tracking number so that we can check this.
8753,9010,thanks for handling with care ,I'm sorry about your package! Please DM us your tracking # and phone # so I can look I can get this addressed.
8754,9011,tengo un paquete supuestamente entregado en mi direccin pero a m no me ha llegado nada. Me ayudas a encontrarlo? Gracias,"Yes. Please DM the tracking, delivery address, and your contact phone."
8755,9012,has not responded to their reckless driver's attempt to run tourist off a scenic route while almost flipping a truck into the river.,"What happened? Please send the details, location, + contact # to DM."
8756,9013,please help me to redirect the parcel that you failed to deliver #getemmaherparcel,Please DM us your tracking number and complete address so we can look into this.
8757,9015,"Man, and delivery drivers are trash. No knock or nothing. #trash","I am sorry for any frustration caused. Please DM the tracking number so we can research, and your phone number."
8758,9016,"is the WORST. The most disorganized, unhelpful and frustrating shipping service. Thanks for the lost wages and endangerment.","I'm very sorry to hear this. If there is anything we can help you with, please reach out in a DM with your details."
8759,9017,Ive received the tracking number in my email and added my phone number for tracking updates,Thank you for reaching out today. Can you please DM us so I can further explain to you the next steps?
8760,9018,"youre doing it wrong. Two blocks later, 9/10 off the bike lane but on the sign.",Use this link to DM the address of this incident as well as your phone number so that we can address this with the local team
8761,9019,When marks a package off as Delivered (when I never received it) &amp; then claims they can't help me since it says it was Delivered ,I am sorry about your troubles with us. Please use the link to provide the tracking number and phone number.
8762,9021,I've received my package and contents are broken. I can't use customer support on the website because your website shows me errors.,"Please email the details of the damages, tracking number, value and your phone number to __email__ to file a report."
8763,9022,I need y'all to track my package. Y'all keep showing me wack ass Taylor swift,I have tracked this for you. It has reached the site to go out for delivery. Please DM so I can give you further details.
8764,9023,you lost my parcel that should have been delivered 2 days ago. No updates and not helping at all!!! Thanks for ruining a birthday,"I am sorry you have not received your package. Please DM the tracking number, address, and telephone number so we can help."
8765,9024,whats the point in a timeframe if its always wrong???,"I tracked the pkg and I show that it was del today, 10/26/17 at 3:47 PM and was left at the front door. Did you get it?"
